donor_id,event_date,event_id,donor_since_date,event_type,amount_usd,acquisition_source,was_opened,was_clicked,was_replied,was_attended,donor_region,is_recurring_donor,campaign_source,converted_to_donation
D0001,2024-08-12,E000014,2024-08-02,email,0.0,direct_mail,0,0,0,0,Northeast,1,major_gifts,1
D0001,2024-09-17,E000016,2024-08-02,direct_mail,0.0,direct_mail,1,1,0,0,Northeast,1,social_media,1
D0001,2024-10-01,E000001,2024-08-02,donation,43.55,direct_mail,0,0,0,0,Northeast,1,newsletter,0
D0001,2024-11-25,E000002,2024-08-02,donation,34.87,direct_mail,0,0,0,0,Northeast,1,peer_to_peer,0
D0001,2024-11-29,E000010,2024-08-02,sms,0.0,direct_mail,0,0,0,0,Northeast,1,major_gifts,0
D0001,2024-12-27,E000012,2024-08-02,direct_mail,0.0,direct_mail,1,1,0,0,Northeast,1,social_media,0
D0001,2025-01-01,E000003,2024-08-02,donation,45.91,direct_mail,0,0,0,0,Northeast,1,emergency_rescue,0
D0001,2025-01-10,E000018,2024-08-02,sms,0.0,direct_mail,1,0,0,0,Northeast,1,emergency_rescue,0
D0001,2025-02-12,E000004,2024-08-02,donation,62.37,direct_mail,0,0,0,0,Northeast,1,newsletter,0
D0001,2025-03-03,E000005,2024-08-02,donation,33.72,direct_mail,0,0,0,0,Northeast,1,emergency_rescue,0
D0001,2025-03-07,E000011,2024-08-02,event,0.0,direct_mail,1,1,0,1,Northeast,1,year_end,1
D0001,2025-03-09,E000006,2024-08-02,donation,33.72,direct_mail,0,0,0,0,Northeast,1,year_end,0
D0001,2025-03-14,E000013,2024-08-02,sms,0.0,direct_mail,1,0,0,0,Northeast,1,year_end,0
D0001,2025-03-16,E000007,2024-08-02,donation,63.61,direct_mail,0,0,0,0,Northeast,1,newsletter,0
D0001,2025-03-20,E000008,2024-08-02,donation,47.88,direct_mail,0,0,0,0,Northeast,1,emergency_rescue,0
D0001,2025-03-26,E000019,2024-08-02,email,0.0,direct_mail,1,0,0,0,Northeast,1,monthly_giving,0
D0001,2025-03-30,E000015,2024-08-02,direct_mail,0.0,direct_mail,1,1,0,0,Northeast,1,social_media,0
D0001,2025-04-12,E000017,2024-08-02,email,0.0,direct_mail,0,0,0,0,Northeast,1,monthly_giving,0
D0001,2025-04-26,E000009,2024-08-02,donation,31.05,direct_mail,0,0,0,0,Northeast,1,newsletter,0
D0002,2023-05-20,E000024,2021-07-29,sms,0.0,direct_mail,0,0,0,0,West,1,volunteer_followup,0
D0002,2023-11-15,E000020,2021-07-29,donation,447.02,direct_mail,0,0,0,0,West,1,emergency_rescue,0
D0002,2024-04-28,E000023,2021-07-29,direct_mail,0.0,direct_mail,0,0,0,0,West,1,emergency_rescue,0
D0002,2024-07-18,E000021,2021-07-29,donation,80.76,direct_mail,0,0,0,0,West,1,year_end,0
D0002,2024-10-25,E000022,2021-07-29,event,0.0,direct_mail,0,0,0,0,West,1,volunteer_followup,0
D0003,2023-04-13,E000030,2021-03-03,sms,0.0,website,0,0,0,0,Northeast,0,volunteer_followup,0
D0003,2023-06-14,E000025,2021-03-03,donation,39.14,website,0,0,0,0,Northeast,0,monthly_giving,0
D0003,2023-08-22,E000026,2021-03-03,donation,55.76,website,0,0,0,0,Northeast,0,monthly_giving,0
