donor_id,event_date,event_id,donor_since_date,event_type,amount_usd,acquisition_source,was_opened,was_clicked,was_replied,was_attended,donor_region,is_recurring_donor,campaign_source,converted_to_donation
HARD2A_D0001,2023-12-21,EVT-000005,2023-11-24,direct_mail,0.0,organic_web,1,0,0,0,northeast,0,emergency_fund,0
HARD2A_D0001,2023-12-26,EVT-000015,2023-11-24,sms,0.0,organic_web,1,0,0,0,northeast,0,event_invite,0
HARD2A_D0001,2023-12-26,EVT-000016,2023-11-24,email,0.0,organic_web,0,0,0,0,northeast,0,social_retargeting,0
HARD2A_D0001,2024-02-27,EVT-000006,2023-11-24,email,0.0,organic_web,0,0,0,0,northeast,0,sms_appeal,0
HARD2A_D0001,2024-03-15,EVT-000007,2023-11-24,email,0.0,organic_web,0,0,0,0,northeast,0,event_invite,0
HARD2A_D0001,2024-03-16,EVT-000001,2023-11-24,donation,44.89,organic_web,0,0,0,0,northeast,0,year_end,0
HARD2A_D0001,2024-05-29,EVT-000002,2023-11-24,donation,34.88,organic_web,0,0,0,0,northeast,0,year_end,0
HARD2A_D0001,2024-06-14,EVT-000008,2023-11-24,event,0.0,organic_web,0,0,0,1,northeast,0,emergency_fund,0
HARD2A_D0001,2024-06-22,EVT-000003,2023-11-24,donation,65.28,organic_web,0,0,0,0,northeast,0,monthly_giving,0
HARD2A_D0001,2024-07-04,EVT-000009,2023-11-24,email,0.0,organic_web,0,0,0,0,northeast,0,sms_appeal,0
HARD2A_D0001,2024-07-06,EVT-000010,2023-11-24,phone_call,0.0,organic_web,0,0,0,0,northeast,0,event_invite,0
HARD2A_D0001,2024-07-19,EVT-000011,2023-11-24,sms,0.0,organic_web,0,0,0,0,northeast,0,emergency_fund,0
HARD2A_D0001,2024-10-14,EVT-000004,2023-11-24,donation,45.79,organic_web,0,0,0,0,northeast,0,rescue_campaign,0
HARD2A_D0001,2025-01-26,EVT-000012,2023-11-24,email,0.0,organic_web,0,0,0,0,northeast,0,monthly_giving,0
HARD2A_D0001,2025-02-25,EVT-000013,2023-11-24,sms,0.0,organic_web,0,0,0,0,northeast,0,monthly_giving,0
HARD2A_D0001,2025-04-24,EVT-000014,2023-11-24,phone_call,0.0,organic_web,0,0,0,0,northeast,0,newsletter,0
HARD2A_D0002,2023-05-19,EVT-000024,2023-03-15,event,0.0,volunteer_signup,0,0,0,0,southeast,0,newsletter,0
HARD2A_D0002,2023-06-24,EVT-000017,2023-03-15,donation,247.14,volunteer_signup,0,0,0,0,southeast,0,emergency_fund,0
HARD2A_D0002,2023-07-05,EVT-000025,2023-03-15,event,0.0,volunteer_signup,0,0,0,1,southeast,0,event_invite,0
HARD2A_D0002,2023-07-31,EVT-000018,2023-03-15,donation,179.14,volunteer_signup,0,0,0,0,southeast,0,emergency_fund,0
HARD2A_D0002,2023-08-18,EVT-000026,2023-03-15,phone_call,0.0,volunteer_signup,0,0,0,0,southeast,0,monthly_giving,0
HARD2A_D0002,2023-08-25,EVT-000027,2023-03-15,event,0.0,volunteer_signup,0,0,0,1,southeast,0,social_retargeting,0
HARD2A_D0002,2023-10-22,EVT-000028,2023-03-15,email,0.0,volunteer_signup,0,0,0,0,southeast,0,social_retargeting,1
HARD2A_D0002,2023-10-24,EVT-000019,2023-03-15,donation,242.96,volunteer_signup,0,0,0,0,southeast,0,sms_appeal,0
HARD2A_D0002,2023-11-27,EVT-000029,2023-03-15,event,0.0,volunteer_signup,0,0,0,0,southeast,0,sms_appeal,0
HARD2A_D0002,2024-01-15,EVT-000020,2023-03-15,donation,244.54,volunteer_signup,0,0,0,0,southeast,0,emergency_fund,0
HARD2A_D0002,2024-02-15,EVT-000021,2023-03-15,donation,208.16,volunteer_signup,0,0,0,0,southeast,0,year_end,0
HARD2A_D0002,2024-04-08,EVT-000030,2023-03-15,sms,0.0,volunteer_signup,0,0,0,0,southeast,0,monthly_giving,0
HARD2A_D0002,2024-04-12,EVT-000031,2023-03-15,phone_call,0.0,volunteer_signup,0,0,0,0,southeast,0,event_invite,0
HARD2A_D0002,2024-05-20,EVT-000032,2023-03-15,direct_mail,0.0,volunteer_signup,0,0,0,0,southeast,0,rescue_campaign,1
HARD2A_D0002,2024-06-10,EVT-000022,2023-03-15,donation,238.46,volunteer_signup,0,0,0,0,southeast,0,emergency_fund,0
HARD2A_D0002,2024-07-06,EVT-000033,2023-03-15,phone_call,0.0,volunteer_signup,0,0,1,0,southeast,0,monthly_giving,0
HARD2A_D0002,2024-09-06,EVT-000034,2023-03-15,event,0.0,volunteer_signup,0,0,0,1,southeast,0,newsletter,0
HARD2A_D0002,2024-10-13,EVT-000023,2023-03-15,donation,305.32,volunteer_signup,0,0,0,0,southeast,0,monthly_giving,0
HARD2A_D0002,2024-11-14,EVT-000035,2023-03-15,sms,0.0,volunteer_signup,1,1,0,0,southeast,0,monthly_giving,0
HARD2A_D0002,2024-11-14,EVT-000036,2023-03-15,phone_call,0.0,volunteer_signup,0,0,0,0,southeast,0,monthly_giving,0
HARD2A_D0002,2024-12-16,EVT-000037,2023-03-15,event,0.0,volunteer_signup,0,0,0,0,southeast,0,social_retargeting,0
HARD2A_D0002,2025-01-17,EVT-000039,2023-03-15,sms,0.0,volunteer_signup,1,0,0,0,southeast,0,rescue_campaign,0
HARD2A_D0002,2025-01-17,EVT-000040,2023-03-15,email,0.0,volunteer_signup,1,0,0,0,southeast,0,monthly_giving,0
HARD2A_D0002,2025-02-08,EVT-000038,2023-03-15,sms,0.0,volunteer_signup,0,0,0,0,southeast,0,monthly_giving,0
HARD2A_D0003,2023-04-11,EVT-000051,2023-04-09,sms,0.0,paid_social,0,0,0,0,west,1,rescue_campaign,0
HARD2A_D0003,2023-06-08,EVT-000052,2023-04-09,direct_mail,0.0,paid_social,0,0,0,0,west,1,event_invite,0
HARD2A_D0003,2023-07-10,EVT-000041,2023-04-09,donation,26.75,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2023-09-24,EVT-000053,2023-04-09,phone_call,0.0,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2023-09-26,EVT-000054,2023-04-09,phone_call,0.0,paid_social,0,0,0,0,west,1,emergency_fund,0
HARD2A_D0003,2023-09-30,EVT-000055,2023-04-09,direct_mail,0.0,paid_social,0,0,0,0,west,1,social_retargeting,1
HARD2A_D0003,2023-10-08,EVT-000042,2023-04-09,donation,26.13,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2023-10-31,EVT-000056,2023-04-09,event,0.0,paid_social,0,0,0,0,west,1,monthly_giving,1
HARD2A_D0003,2023-11-09,EVT-000043,2023-04-09,donation,16.38,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2023-11-13,EVT-000057,2023-04-09,event,0.0,paid_social,0,0,0,0,west,1,rescue_campaign,0
HARD2A_D0003,2023-12-05,EVT-000044,2023-04-09,donation,25.81,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2024-03-13,EVT-000058,2023-04-09,sms,0.0,paid_social,0,0,0,0,west,1,emergency_fund,0
HARD2A_D0003,2024-03-17,EVT-000045,2023-04-09,donation,20.93,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2024-05-01,EVT-000059,2023-04-09,event,0.0,paid_social,0,0,0,0,west,1,newsletter,0
HARD2A_D0003,2024-05-23,EVT-000060,2023-04-09,event,0.0,paid_social,0,0,0,0,west,1,year_end,0
HARD2A_D0003,2024-05-29,EVT-000061,2023-04-09,phone_call,0.0,paid_social,0,0,0,0,west,1,year_end,1
HARD2A_D0003,2024-06-14,EVT-000046,2023-04-09,donation,20.5,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2024-07-05,EVT-000047,2023-04-09,donation,17.37,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2024-08-05,EVT-000048,2023-04-09,donation,10.19,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2024-08-13,EVT-000062,2023-04-09,phone_call,0.0,paid_social,0,0,0,0,west,1,monthly_giving,0
HARD2A_D0003,2024-08-18,EVT-000063,2023-04-09,phone_call,0.0,paid_social,0,0,0,0,west,1,emergency_fund,0
